Title,GGS Rating,Collected Classes,num_rank
INTERNATIONAL CONFERENCE ON SCALE SPACE AND VARIATIONAL METHODS IN COMPUTER VISION,C,C,1
"CONFERENCE ON SECURITY, STEGANOGRAPHY, AND WATERMARKING OF MULTIMEDIA CONTENTS",B-,B-,2
INTERNATIONAL SYMPOSIUM ON THEORETICAL ASPECTS OF COMPUTER SCIENCE,B,"A, B, B",3
STARTING ARTIFICIAL INTELLIGENCE RESEARCH SYMPOSIUM,C,C,1
ACM WORKSHOP ON SCALABLE TRUSTED COMPUTING,B-,"A-, B-",2
IEEE INTERNATIONAL WORKSHOP ON SOFTWARE TECHNOLOGY AND ENGINEERING PRACTICE,C,C,1
ACM SYMPOSIUM ON THEORY OF COMPUTING,A++,"A++, A++, A++",7
WORKSHOP ON STORAGE SECURITY AND SURVIVABILITY,B-,B-,2
IEEE SYMPOSIUM ON ULTRASONICS,C,C,1
SYMPOSIUM ON SPATIAL USER INTERACTION,C,C,1
PHOTONICS SOCIETY SUMMER TOPICAL MEETING SERIES,C,C,1
"SENSOR NETWORKS, UBIQUITOUS, AND TRUSTWORTHY COMPUTING",C,C,1
IEEE SYMPOSIUM ON VISUAL LANGUAGES,A-,A-,4
SYMPOSIUM ON VIRTUAL AND AUGMENTED REALITY,C,C,1
SCANDINAVIAN SYMPOSIUM AND WORKSHOPS ON ALGORITHM THEORY,C,"C, C",1
SECURE WEB SERVICES,C,C,1
THE INTERNATIONAL CONFERENCE ON SEMANTIC WEB AND WEB SERVICES,C,C,1
SYMPOSIUM ON SYMBOLIC AND ALGEBRAIC MANIPULATION,B-,B-,2
INTERNATIONAL SYMPOSIUM ON SYMBOLIC AND NUMERIC ALGORITHMS FOR SCIENTIFIC COMPUTING,C,"C, NC",1
IEEE SYSTEMS CONFERENCE,C,C,1
CONFERENCE ON CONTROL AND FAULT-TOLERANT SYSTEMS,C,C,1
ACM INTERNATIONAL CONFERENCE ON SYSTEMS AND STORAGE,C,"C, NC",1
SIGGRAPH ASIA,C,NC,1
SIMULATION TECHNOLOGY AND TRAINING CONFERENCE,C,NC,1
THE SYMPOSIUM OF COMBINATORIAL SEARCH,B,B,3
"INTERNATIONAL CONFERENCE ON INTELLIGENT SOFTWARE METHODOLOGIES, TOOLS, AND TECHNIQUES (WAS INTERNATIONAL CONFERENCE ON SOFTWARE METHODS AND TOOLS)",C,"C, C",1
IEEE PES TRANSMISSION AND DISTRIBUTION CONFERENCE AND EXHIBITION,B,B,3
INTERNATIONAL WORKSHOP ON TECHNOLOGY FOR EDUCATION,C,C,1
INTERNATIONAL CONFERENCE ON THEOREM PROVING WITH ANALYTIC TABLEAUX AND RELATED METHODS,C,"B, C, C",1
TEXT ANALYSIS CONFERENCE,A-,A-,4
TOOLS AND ALGORITHMS FOR CONSTRUCTION AND ANALYSIS OF SYSTEMS,A+,"A+, A+, A",6
INTERNATIONAL SYMPOSIUM ON THEORETICAL ASPECTS OF COMPUTER SOFTWARE,B-,B-,2
CONFERENCE ON THEORY AND APPLICATIONS OF MODELS OF COMPUTATION,C,"B, C",1
TASK MODELS AND DIAGRAMS FOR USER INTERFACE DESIGN,C,C,1
TESTS AND PROOFS,B-,"A-, C, C",2
THEORETICAL ASPECTS OF RATIONALITY AND KNOWLEDGE,B,"A, B, B",3
IEEE/IFIP INTERNATIONAL SYMPOSIUM ON THEORETICAL ASPECTS OF SOFTWARE ENGINEERING,C,"C, NC",1
THEORY OF CRYPTOGRAPHY CONFERENCE,A+,"A+, A+, A",6
IFIP INTERNATIONAL CONFERENCE ON THEOETICAL COMPUTER SCIENCE,C,C,1
TECHNOLOGICAL ECOSYSTEMS FOR ENHANCING MULTICULTURALITY,C,C,1
TANGIBLE AND EMBEDDED INTERACTION,A-,"A, A-, B",4
TELECOMMUNICATIONS FORUM,C,C,1
IEEE REGION 10 CONFERENCE,C,"B, C",1
IEEE INTERNATIONAL CONFERENCE ON TECHNOLOGIES FOR PRACTICAL ROBOT APPLICATIONS,C,C,1
TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES,B-,B-,2
GRAPH-BASED METHODS FOR NATURAL LANGUAGE PROCESSING,C,C,1
TRENDS IN FUNCTIONAL PROGRAMMING,C,"C, C",1
IEEE-SP INTERNATIONAL SYMPOSIUM ON TIME-FREQUENCY AND TIME-SCALE ANALYSIS,C,C,1
TRUSTWORTHY GLOBAL COMPUTING,C,C,1
IEEE TORONTO INTERNATIONAL CONFERENCE SCIENCE AND TECHNOLOGY FOR HUMANITY,C,C,1
INTERNATIONAL SYMPOSIUM ON TEMPORAL REPRESENTATION AND REASONING,C,"B, C, C",1
THEORETICAL ISSUES IN NATURAL LANGUAGE PROCESSING,C,C,1
INTERNATIONAL CONFERENCE ON TYPED LAMBDA CALCULI AND APPLICATIONS,B-,"B-, B-",2
TYPES IN LANGUAGES DESIGN AND IMPLEMENTATION,B-,B-,2
TRAFFIC MONITORING AND ANALYSIS,C,C,1
TECHNOLOGY OF OBJECT-ORIENTED LANGUAGES AND SYSTEMS,B-,"B, B, C",2
INTERNATIONAL CONFERENCE ON THEORY AND PRACTICE OF DIGITAL LIBRARIES,B-,"B, B, C",2
THEOREM PROVING IN HIGHER ORDER LOGICS,A-,A-,4
"INTERNATIONAL CONFERENCE ON SOLID-STATE SENSORS, ACTUATORS AND MICROSYSTEMS",B,B,3
INTERNATIONAL VISUALIZATION IN TRANSPORTATION SYMPOSIUM,C,NC,1
TEXT RETRIEVAL CONFERENCE,B,"A, B",3
TRANSPORT RESEARCH FORUM,C,C,1
TESTBEDS AND RESEARCH INFRASTRUCTURES FOR THE DEVELOPMENT OF NETWORKS AND COMMUNITIES,C,"B, C, NC",1
TRUST AND TRUSTWORTHY COMPUTING,B-,B-,2
"INTERNATIONAL CONFERENCE ON TRUST, PRIVACY AND SECURITY IN DIGITAL BUSINESS",C,"B, C",1
"INTERNATIONAL CONFERENCE ON TRUST, SECURITY AND PRIVACY IN COMPUTING AND COMMUNICATIONS",C,"B, C",1
INTERNATIONAL CONFERENCE ON TEXT SPEECH AND DIALOGUE,C,"B, C",1
IEEE TRANSACTIONS ON TRANSPORTATION ELECTRIFICATION,B-,B-,2
TYPES FOR PROOFS AND PROGRAMS,C,C,1
USENIX WORKSHOP ON THE THEORY AND PRACTICE OF PROVENANCE,C,C,1
RICHARD TAPIA CELEBRATION OF DIVERSITY IN COMPUTING CONFERENCE,C,NC,1
INTERNATIONAL CONFERENCE ON TECHNICAL DEBT,C,NC,1
INTERNATIONAL CONFERENCE ON UNIVERSAL ACCESS IN HUMAN-COMPUTER INTERACTION,C,C,1
CONFERENCE IN UNCERTAINTY IN ARTIFICIAL INTELLIGENCE,A,"A+, A, A",5
"INTERNATIONAL CONFERENCE ON MOBILE UBIQUITOUS COMPUTING, SYSTEMS, SERVICES AND TECHNOLOGIES",C,C,1
INTERNATIONAL CONFERENCE ON UNCONVENTIONAL COMPUTATION,C,"C, C",1
IEEE/ACM INTERNATIONAL CONFERENCE UTILITY AND CLOUD COMPUTING,C,"C, NC",1
UBIQUITOUS COMPUTING SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON UBIQUITOUS INTELLIGENCE AND COMPUTING,C,"B, C",1
ACM SYMPOSIUM ON USER INTERFACE SOFTWARE AND TECHNOLOGY,A+,"A++, A+, A+",6
"INTERNATIONAL CONFERENCE ON USER MODELING, ADAPTATION, AND PERSONALIZATION",B,"A-, B, B",3
WORKSHOP ON INNOVATIVE USE OF NLP FOR BUILDING EDUCATIONAL APPLICATIONS,C,C,1
IEEE INTERNATIONAL CONFERENCE ON UNIVERSAL PERSONAL COMMUNICATIONS,C,C,1
INTERNATIONAL UNIVERSITIES POWER ENGINEERING CONFERENCE,C,C,1
URSI GENERAL ASSEMBLY AND SCIENTIFIC SYMPOSIUM,C,C,1
URBAN REMOTE SENSING JOINT EVENT,C,C,1
UNCERTAINTY REASONING FOR THE SEMANTIC WEB,C,C,1
USABLE SECURITY AND PRIVACY,C,NC,1
USENIX ANNUAL TECHNICAL CONFERENCE,A+,"A+, A+, A",6
USENIX SUMMER TECHNICAL CONFERENCE,B-,B-,2
UNIX SYMPOSIUM ON INTERNET TECHNOLOGIES,C,"A, A-",1
INTERNATIONAL CONFERENCE ON ELECTRICAL POWER QUALITY AND UTILISATION,C,C,1
IEEE CONFERENCE ON ULTRA WIDEBAND SYSTEMS AND TECHNOLOGIES,A-,A-,4
PERFORMANCE EVALUATION METHODOLGIES AND TOOLS,C,C,1
INTERNATIONAL WORKSHOP ON VARIABILITY MODELLING OF SOFTWARE-INTENSIVE SYSTEMS,C,"B, C",1
INTERNATIONAL WORKSHOP ON VEHICULAR INTER-NETWORKING,B-,B-,2
VECTOR AND PARALLEL PROCESSING,C,C,1
IEEE INTERNATIONAL CONFERENCE ON VISUAL COMMUNICATIONS AND IMAGE PROCESSING (WAS SPIE ... PRE 2011),B-,"B, B, C",2
CONFERENCE ON VISUALIZATION AND DATA ANALYSIS,C,"C, NC",1
"VIRTUAL ENVIRONMENTS, HUMAN-COMPUTER INTERFACES AND MEASUREMENT SYSTEMS",C,C,1
INTERNATIONAL MEETING ON HIGH PERFORMANCE COMPUTING FOR COMPUTATIONAL SCIENCE,C,"B, C",1
THE INTERNATIONAL CONFERENCE ON VERIFICATION AND EVALUATION OF COMPUTER AND COMMUNICATION SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON VIRTUAL EXECUTION ENVIRONMENTS,A-,"A+, A-, B",4
INTERNATIONAL CONFERENCE ON VEHICLE TECHNOLOGY AND INTELLIGENT TRANSPORT SYSTEMS,C,C,1
ACM INTERNATIONAL CONFERENCE ON INTERACTIVE EXPERIENCES FOR TV AND ONLINE VIDEO,C,C,1
VISUAL INFORMATION COMMUNICATION AND INTERACTION,C,C,1
VISUAL INFORMATION PROCESSING CONFERENCE,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTER VISION THEORY AND APPLICATIONS,C,C,1
"JOINT CONFERENCE ON COMPUTER VISION, IMAGING AND COMPUTER GRAPHICS THEORY AND APPLICATIONS (GRAPP AND VISAPP COMBINED FROM 2008)",B,B,3
IEEE WORKSHOPS ON VISUALIZATION FOR COMPUTER SECURITY,B-,"B, B-, C",2
IEEE SYMPOSIUM ON VISUAL LANGUAGES AND HUMAN-CENTRIC COMPUTING,B,"B, B, B-",3
INTERNATIONAL CONFERENCE ON VERY LARGE DATA BASES,A++,"A++, A++, A++",7
SYMPOSIA ON VLSI TECHNOLOGY AND CIRCUITS,B,B,3
"INTERNATIONAL SYMPOSIUM ON VLSI DESIGN, AUTOMATION AND TEST",C,"C, C",1
IFIP INTERNATIONAL CONFERENCE ON VERY LARGE SCALE INTEGRATION,B-,B-,2
"INTERNATIONAL SYMPOSIUM ON VLSI TECHNOLOGY, SYSTEMS, AND APPLICATIONS",C,C,1
SYMPOSIUM ON VLSI CIRCUITS,A-,A-,4
INTERNATIONAL CONFERENCE ON VLSI DESIGN,B,"B, B, NC",3
SYMPOSIUM ON VLSI TECHNOLOGY,A,A,5
"VERIFICATION, MODEL CHECKING AND ABSTRACT INTERPRETATION",A-,"A, A-, B",4
VISION MODELING AND VISUALIZATION,C,C,1
IEEE VEHICULAR NETWORKING CONFERENCE,C,"B, C",1
VEHICLE NAVIGATION AND INFORMATION SYSTEMS CONFERENCE,C,C,1
VEHICLE POWER AND PROPULSION CONFERENCE,B,B,3
IEEE VIRTUAL REALITY CONFERENCE,A,"A++, A, B",5
INTERNATIONAL CONFERENCE ON VIRTUAL REALITY CONTINUUM AND ITS APPLICATIONS IN INDUSTRY,C,"B-, C",1
VIRTUAL REALITY MODELING LANGUAGE SYMPOSIUM,B-,B-,2
ACM VIRTUAL REALITY SOFTWARE AND TECHNOLOGY,B,"A, B, B",3
IEEE CONFERENCE IN SERIOUS GAMES AND VIRTUAL WORLDS,C,"C, C",1
INTERNATIONAL CONFERENCE ON VIRTUAL SYSTEMS AND MULTIMEDIA,C,"B, C, C",1
INTERNATIONAL WORKSHOP ON VARIABLE STRUCTURE SYSTEMS,C,C,1
"VERIFIED SOFTWARE: THEORIES, TOOLS, EXPERIMENTS",C,C,1
IEEE VEHICULAR TECHNOLOGY CONFERENCE,A,"A+, A+, B",5
IEEE VLSI TEST SYMPOSIUM,B,"A-, B",3
SYMPOSIUM ON VOLUME VISUALIZATION,B-,B-,2
INTERNATIONAL WORKSHOP ON WEB AND WIRELESS GEOGRAPHICAL INFORMATION SYSTEMS,C,"C, C",1
CONFERENCE ON WEB ACCESSIBILITY,B-,"B, B-",2
WORKSHOP ON ALGORITHMS IN BIOINFORMATICS,C,"B, C, C",1
WORLD AUTOMATION CONGRESS,C,C,1
IEEE WORKSHOP ON APPLICATIONS OF COMPUTER VISION,A,"A, A, A",5
WORKSHOP ON ALGORITHMS AND DATA STRUCTURES,B-,"B, B, C",2
WORKSHOP ON RECENT TRENDS IN ALGEBRAIC DEVELOPMENT TECHNIQUES,C,C,1
INTERNATIONAL WORKSHOP ALGORITHMIC FOUNDATIONS ROBOTICS,B-,"B, B-, C",2
INTERNATIONAL CONFERENCE ON ARITHMETIC OF FINITE FIELDS,C,"C, C",1
INTERATIONAL CONFERENCE ON WEB AGE INFORMATION MANAGEMENT,C,"C, C",1
INTERNATIONAL CONFERENCE AND WORKSHOPS ON ALGORITHMS AND COMPUTATION,B,B,3
WIRELESS AND MICROWAVE TECHNOLOGY CONFERENCE,C,C,1
WORKSHOP ON APPROXIMATION AND ONLINE ALGORITHMS,C,"B, C, C",1
INTERNATIONAL CONFERENCE ON WIRELESS ALGORITHMS SYSTEMS AND APPLICATIONS,C,"C, C",1
IEEE WORKSHOP ON APPLICATIONS OF SIGNAL PROCESSING TO AUDIO AND ACOUSTICS,B,"B, B",3
WORKSHOP ON ALGORITHMS AND MODELS FOR THE WEB GRAPH,C,"C, C",1
WEB BASED COMMUNITIES,C,C,1
WORKSHOP ON BIOMEDICAL IMAGE REGISTRATION,C,C,1
WORKSHOP ON COMPUTER ARCHITECTURE EDUCATION,C,NC,1
WORLD CONGRESS ON COMPUTATIONAL INTELLIGENCE,C,"B, C",1
WORLD CONGRESS ON ENGINEERING,C,C,1
WORST-CASE EXECUTION TIME ANALYSIS,B-,B-,2
WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION,C,C,1
IEEE WIRELESS AND COMMUNICATIONS AND NETWORKING CONFERENCE,A-,"A, A-, B",4
WORKSHOP ON COMPUTATIONAL OPTIMIZATION,C,C,1
IEEE WORLD CONFERENCE ON PHOTOVOLTAIC ENERGY CONFERENCE,C,C,1
WORKSHOP ON CYBER-PHYSICAL SYSTEMS,C,C,1
IEEE WORKING CONFERENCE ON REVERSE ENGINEERING,A-,"A-, A-",4
INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATIONS AND SIGNAL PROCESSING,C,C,1
IFIP WIRELESS DAYS,C,"C, C, C",1
INTERNATIONAL WORKSHOP ON DISTRIBUTED ALGORITHMS,C,C,1
INTERNATIONAL WORKSHOP ON EFFICIENT ALGORITHMS,B,B,3
INTERNATIONAL CONFERENCE ON 3D WEB TECHNOLOGY,C,"B, C",1
INTERNATIONAL WORKSHOP ON THE WEB AND DATABASES,B,"A-, B, NC",3
INTERNATIONAL CONFERENCE ON WEB INFORMATION SYSTEMS AND TECHNOLOGIES,C,"C, C, C",1
WEB MINING AND WEB USAGE ANALYSIS,B-,B-,2
BRAZILIAN SYMPOSIUM ON MULTIMEDIA AND THE WEB,C,C,1
WORLD CONFERENCE ON WWW AND INTERNET,C,C,1
WEB SCIENCE,A++,A++,7
INTERNATIONAL WORKSHOP ON ADVANCED ISSUES OF E-COMMERCE AND WEB-BASED INFORMATION SYSTEMS. WECWIS,B-,B-,2
"IEEE WORKSHOP ON ELECTRICAL MACHINES DESIGN, CONTROL AND DIAGNOSIS",C,C,1
WORKSHOP DE ENGENHARIA DE REQUISITOS,B-,B-,2
IEEE INTERNATIONAL WORKSHOPS ON ENABLING TECHNOLOGIES: INFRASTRUCTURE FOR COLLABORATIVE ENTERPRISES,B-,"B, B, C",2
INTERNATIONAL WORKSHOP ON FACTORY COMMUNICATION SYSTEMS,C,C,1
INTERNATIONAL WORKSHOP ON FUNCTIONAL AND (CONSTRAINT) LOGIC PROGRAMMING,C,C,1
INTERNATIONAL WORKSHOP ON GRAPH-THEORETIC CONCEPTS IN COMPUTER SCIENCE,B,"A, B, B",3
WORLD HAPTICS CONFERENCE,C,C,1
WORKSHOP ON HYPERSPECTRAL IMAGE AND SIGNAL PROCESSING: EVOLUTION IN REMOTE SENSING,C,C,1
WORKSHOP ON HUMAN MOTION,B-,B-,2
WORKSHOP ON IMAGE ANALYSIS FOR MULTIMEDIA INTERACTIVE SERVICES,C,C,1
"INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATIONS, NETWORKING AND MOBILE COMPUTING",B-,B-,2
INTERNATIONAL CONFERENCE ON WIRELESS INTERNET,C,"C, C",1
WORKING IEEE/IFIP CONFERENCE ON SOFTWARE ARCHITECTURE,B,B,3
WORLD CONGRESS ON INFORMATION AND COMMUNICATION TECHNOLOGIES,C,C,1
WEB INFORMATION AND DATA MANAGEMENT,B-,B-,2
INTERNATIONAL WORKSHOP ON INFORMATION FORENSICS AND SECURITY,C,C,1
INTERNATIONAL WORKSHOP ON FUZZY LOGIC AND APPLICATIONS,C,C,1
"IEEE INTERNATIONAL CONFERENCE ON WIRELESS AND MOBILE COMPUTING, NETWORKING AND COMMUNICATIONS",B,"B, B, B-",3
"WEB INTELLIGENCE, MINING AND SEMANTICS",C,C,1
INTERNATIONAL CONFERENCE ON WIRELESS NETWORKS AND MOBILE COMMUNICATIONS,C,NC,1
WORKSHOP ON INTERNET AND NETWORK ECONOMICS,B-,B-,2
"WORKSHOP ON WIRELESS NETWORK TESTBEDS, EXPERIMENTAL EVALUATION & CHARACTERIZATION",C,C,1
INTERNATIONAL SYMPOSIUM ON MODELING AND OPTIMIZATION IN MOBILE AD HOC AND WIRELESS NETWORKS,B,"B, B, B",3
IEEE WORKSHOP ON WIDE BANDGAP POWER DEVICES AND APPLICATIONS,C,C,1
WORKSHOP IN PRIMARY AND SECONDARY COMPUTING EDUCATION,C,C,1
"INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATION, VEHICULAR TECHNOLOGY, INFORMATION THEORY AND AEROSPACE & ELECTRONIC SYSTEMS TECHNOLOGY",C,C,1
INTERNATIONAL WORKSHOP ON INFORMATION SECURITY APPLICATIONS,C,"C, NC",1
INTERNATIONAL CONFERENCE ON WEB INFORMATION SYSTEMS ENGINEERING,B,"B, B, B",3
WIRELESS NETWORK SECURITY,A-,"A-, A-",4
INTERNATIONAL CONFERENCE INFORMATION SECURITY THEORY AND PRACTICE,C,"C, C",1
WIRELESS MOBILE APPLICATIONS AND SERVICES ON WLAN HOTSPOTS,B-,B-,2
INTERNATIONAL WORKSHOP ON MOBILE COMMERCE,B-,B-,2
JOINT IFIP WIRELESS AND MOBILE NETWORKING CONFERENCE,C,C,1
ACM WORKSHOP ON MULTIMEDIA AND SECURITY,B-,B-,2
"WORLD MULTI-CONFERENCE ON SYSTEMICS, CYBERNETICS AND INFORMATICS",C,NC,1
IEEE INTERNATIONAL WORKSHOP ON WIRELESS AND MOBILE TECHNOLOGIES IN EDUCATION,B-,B-,2
"WIRELESS, MOBILE AND UBIQUITOUS TECHNOLOGIES IN EDUCATION",C,C,1
ANNUAL WIRELESS AND OPTICAL COMMUNICATIONS CONFERENCE,C,"B, C",1
IFIP INTERNATIONAL CONFERENCE ON WIRELESS AND OPTICAL COMMUNICATIONS NETWORKS,C,"B, C",1
INTERNATIONAL WORKSHOP ON DYNAMIC ANALYSIS,C,C,1
"WORKSHOP ON LOGIC, LANGUAGE, INFORMATION AND COMPUTATION",C,"B, C, C",1
INTERNATIONAL CONFERENCE ON WIRELESS ON DEMAND NETWORK SYSTEMS AND SERVICE,C,"C, C",1
WORKSHOP ON OBJECT-ORIENTED TECHNOLOGY,B-,B-,2
IEEE INTERNATIONAL WORKSHOP ON OBJECT-ORIENTED REAL-TIME DEPENDABLE SYSTEMS,C,"B-, C",1
WORKFLOWS IN SUPPORT OF LARGE-SCALE SCIENCE,C,C,1
WORLD CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES,C,"C, C",1
"WORLD CONGRESS IN COMPUTER SCIENCE, COMPUTER ENGINEERING, AND APPLIED COMPUTING",C,NC,1
ACM WORKSHOP ON RECURRING MALCODE,C,"A, B-",1
WORKSHOP ON ONLINE SOCIAL NETWORKS,B-,B-,2
WORKSHOP ON SOFTWARE AND PERFORMANCE,B,B,3
WORKSHOP ON SELF-HEALING SYSTEMS,B-,B-,2
"IEEE INTERNATIONAL SYMPOSIUM ON A WORLD OF WIRELESS, MOBILE AND MULTIMEDIA NETWORKS",B-,"B, B, C",2
WORKSHOP ON PRIVACY IN THE ELECTRONIC SOCIETY,A-,A-,4
WIRELESS PERSONAL MULTIMEDIA COMMUNICATIONS,C,C,1
WORKSHOP ON POSITIONING NAVIGATION AND COMMUNICATION,C,C,1
IEEE WIRELESS POWER TRANSFER CONFERENCE,C,C,1
WORKSHOP ON PERCEPTIVE USER INTERFACES,B-,B-,2
INTERNATIONAL ITG WORKSHOP ON SMART ANTENNAS,C,C,1
WORKSHOP ON SPECIFICATION OF ABSTRACT DATA TYPES JOINT WITH COMPASS WORKSHOP ON RECENT TRENDS IN DATA TYPE SPECIFICATION,C,C,1
WINTER SIMULATION CONFERENCE,A-,"A-, A-, B",4
"INTERNATIONAL CONFERENCES IN CENTRAL EUROPE ON COMPUTER GRAPHICS, VISUALIZATION AND COMPUTER VISION",C,"B, C, NC",1
ACM INTERNATIONAL CONFERENCE ON WEB SEARCH AND DATA MINING,A+,"A++, A+, A+",6
IEEE INTERNATIONAL SYMPOSIUM ON WEB SYSTEMS EVOLUTION,C,"C, C",1
WORKSHOP ON STATISTICAL MACHINE TRANSLATION,A-,A-,4
WORKSHOP ON SELF-ORGANIZING MAPS,C,"C, C",1
USENIX WINTER TECHNICAL CONFERENCE,B-,B-,2
WIRELESS TELECOMMUNICATIONS SYMPOSIUM,C,"C, C",1
INTERNATIONAL CONFERENCE ON UNDERWATER NETWORKS,B,B,3
WIRED/WIRELESS INTERNET COMMUNICATIONS,C,"C, C",1
INTERNATIONAL WORLD WIDE WEB CONFERENCE,A++,"A++, A++, A++",7
INTERNATIONAL XML DATABASE SYMPOSIUM,C,C,1
INTERNATIONAL CONFERENCE ON ELECTRONIC PARTICIPATION,C,C,1
INTENATIONAL ENVIRONMENTAL MODELLING AND SOFTWARE SOCIETY,C,C,1
INTERNATIONAL CONFERENCE OF THE IMMERSIVE LEARNING RESEARCH NETWORK,C,C,1
ADVANCES IN COMPUTER GAMES,C,C,1
ANNUAL CONFERENCE ON COMPUTERS,A-,A-,4
ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE,C,C,1
BRAZILIAN E-SCIENCE WORKSHOP,C,C,1
CANADIAN CONFERENCE ON ARTIFICIAL INTELLIGENCE,C,"B, C",1
CHINESE CONTROL CONFERENCE,B,B,3
COLOR IMAGING CONFERENCE,B-,B-,2
COMPUTATIONAL INTELLIGENCE IN SECURITY FOR INFORMATION SYSTEMS,C,NC,1
CONFERENCE ON ADVANCED RESEARCH IN VLSI,B-,B-,2
CONFERENCE ON AUTOMATION SCIENCE AND ENGINEERING,C,C,1
CONFERENCE ON SCIENTIFIC COMPUTING,C,"C, C",1
EUROPEAN SYMPOSIUM ON COMPUTER MODELING AND SIMULATION,C,C,1
IEEE CONFERENCE ON COMMERCE AND ENTERPRISE COMPUTING,B,B,3
IEEE INTERNATIONAL CONFERENCE ON CYBERNETICS AND INTELLIGENT SYSTEMS,C,C,1
IEEE NUCLEAR SCIENCE SYMPOSIUM,A-,A-,4
IEEE PHOTONICS CONFERENCE,C,C,1
IEEE/AIAA DIGITAL AVIONICS SYSTEMS CONFERENCE,B-,B-,2
ISC HIGH PERFORMANCE (WAS INTERNATIONAL SUPERCOMPUTING CONFERENCE),C,C,1
INDUSTRIAL SIMULATION CONFERENCE,C,C,1
INFORMATION TECHNOLOGY AND COMPUTER SCIENCE,B-,B-,2
INTELLIGENT DISTRIBUTED COMPUTING,C,NC,1
INTERACTIVE ENTERTAINMENT,C,NC,1
INTERNATIONAL CONFERENCE DATA SCIENCE,C,C,1
INTERNATIONAL CONFERENCE GREEN TECHNOLOGY,C,C,1
INTERNATIONAL CONFERENCE ON COMMUNICATION SYSTEMS AND APPLICATIONS,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTABILITY AND COMPLEXITY IN ANALYSIS,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTATIONAL CREATIVITY,C,NC,1
INTERNATIONAL CONFERENCE ON COMPUTER COMMUNICATION AND INFORMATICS,C,C,1
INTERNATIONAL CONFERENCE ON CONSUMER ELECTRONICS,B,B,3
INTERNATIONAL CONFERENCE ON E-BUSINESS AND E-GOVERNMENT,C,C,1
INTERNATIONAL CONFERENCE ON ENTERTAINMENT COMPUTING,C,C,1
INTERNATIONAL CONFERENCE ON EVOLVABLE SYSTEMS,B-,B-,2
INTERNATIONAL CONFERENCE ON INTERACTIVE TABLETOPS AND SURFACES,B,B,3
INTERNATIONAL CONFERENCE ON MECHATRONICS,B,B,3
INTERNATIONAL CONFERENCE ON OPTICAL INTERNET,C,C,1
INTERNATIONAL CONFERENCE ON SECURITY IN COMMUNICATION NETWORKS,B,B,3
INTERNATIONAL CONFERENCE ON SENSING TECHNOLOGY,B,B,3
INTERNATIONAL CONFERENCE ON SOCIAL ROBOTICS,C,C,1
INTERNATIONAL CONFERENCE ON SOFT COMPUTING MODELS IN INDUSTRIAL AND ENVIRONMENTAL APPLICATIONS,C,C,1
INTERNATIONAL MICROWAVE SYMPOSIUM,A,A,5
INTERNATIONAL POWER ENGINEERING CONFERENCE,C,C,1
INTERNATIONAL SYMPOSIUM ON IMAGE AND SIGNAL PROCESSING AND ANALYSIS,C,C,1
INTERNATIONAL SYMPOSIUM ON INFORMATION ASSURANCE AND SECURITY,C,C,1
INTERNATIONAL SYMPOSIUM ON MATHEMATICAL MORPHOLOGY,B,B,3
INTERNATIONAL SYMPOSIUM ON SWITCHING,C,C,1
INTERNATIONAL TELETRAFFIC CONGRESS,C,NC,1
INTERNATIONAL WORKSHOP ON PHYSICS OF SEMICONDUCTOR DEVICES,C,C,1
MULTIMEDIA SEMANTICS,C,C,1
PRAGUE STRINGOLOGY CONFERENCE,C,NC,1
SENSOR ARRAY AND MULTICHANNEL SIGNAL PROCESSING WORKSHOP,C,C,1
SYMPOSIUM ON CLOUD COMPUTING,B,B,3
TRANS. COMPUTATIONAL SCIENCE,C,C,1
VISUALIZATION IN SCIENCE AND EDUCATION,C,NC,1
WEB INFORMATION SYSTEMS AND APPLICATIONS CONFERENCE,B-,B-,2
WORKSHOP ON INFORMATION TECHNOLOGIES AND SYSTEMS,C,C,1
